CloneID	Chromosome	Start	End	Case1.test	Case1.ref
A_14_P201748	08	89114074	89114133	455	273
A_14_P201749	06	138245388	138245447	259	150.5
A_14_P201750	06	32821038	32821093	366	219
A_14_P201752	03	43305450	43305509	561.5	397
A_14_P201753	10	72029378	72029434	645	455
A_14_P201754	09	4851027	4851086	295.5	206
A_14_P201755	09	77572965	77573020	560.5	329.5
A_14_P201756	02	223743160	223743214	305	146
A_14_P201757	02	114375167	114375226	481	279
A_14_P201758	02	170696819	170696878	678.5	305
A_14_P201759	07	55615506	55615565	1473.5	705.5
A_14_P201760	07	113152385	113152444	528	264
A_14_P201761	13	42045671	42045730	569.5	301.5
A_14_P201762	12	13416672	13416731	784	330
A_14_P201763	14	51254034	51254091	385.5	264.5
A_14_P201764	08	59880703	59880762	367	243
A_14_P201765	02	224443310	224443369	751.5	363
A_14_P201766	06	22700624	22700683	669	397
A_14_P201767	18	56189976	56190032	1007	494
A_14_P201768	18	55514893	55514947	228	124
A_14_P201769	18	44422463	44422522	1004.5	502.5
A_14_P201770	01	148940626	148940681	755.5	413
A_14_P201772	06	88473726	88473785	420	215
A_14_P201773	12	108884129	108884185	682.5	303.5
A_14_P201775	X	15928314	15928371	474	274
A_14_P201776	13	19329280	19329339	504	280
A_14_P201777	07	27344166	27344222	205	124.5
A_14_P201778	18	63302536	63302594	224	117
A_14_P201779	15	35994316	35994374	717.5	297.5
A_14_P201781	03	45241274	45241324	495	298
A_14_P201782	04	111917537	111917596	386	245
A_14_P201783	11	4967430	4967485	106.5	73
A_14_P201784	03	71795101	71795160	366	188.5
A_14_P201785	03	13834663	13834722	697	421.5
A_14_P201786	X	8232965	8233024	310	283
A_14_P201787	08	110190332	110190391	592.5	345.5
A_14_P201788	01	62628562	62628621	440.5	203
A_14_P201791	10	112249547	112249606	348	277.5
A_14_P201792	07	140166287	140166346	534.5	260
A_14_P201793	03	30688113	30688172	378	213
A_14_P201794	08	82359734	82359793	218	126
A_14_P201795	05	135200605	135200664	546	314.5
A_14_P201796	09	112733114	112733173	478	310
A_14_P201797	10	62858856	62858915	326	238
A_14_P201798	06	31029878	31029937	599.5	330.5
A_14_P201799	X	115402940	115402999	455.5	294
A_14_P201800	07	33559313	33559372	487	258
A_14_P201801	02	120153387	120153446	408	178
A_14_P201802	07	13699500	13699559	617	289
A_14_P201804	X	76965934	76965993	251	199
A_14_P201805	04	171384255	171384314	636	361.5
A_14_P201806	17	65593531	65593590	502	210.5
A_14_P201807	05	100171644	100171703	753	481.5
A_14_P201808	11	9057531	9057586	947.5	584
A_14_P201809	11	74961340	74961399	603	439
A_14_P201811	15	33287878	33287937	412.5	228.5
A_14_P201812	X	139311122	139311173	530	365
A_14_P201813	X	147285873	147285932	644.5	458
A_14_P201814	18	45817286	45817345	596	279
A_14_P201816	08	131377656	131377713	277	163
A_14_P201817	04	184187538	184187597	607	359
A_14_P201818	16	47125100	47125159	344.5	200
A_14_P201819	01	116022963	116023019	569	249
A_14_P201820	X	43245490	43245549	383.5	283.5
A_14_P201821	X	67523694	67523753	702	595
A_14_P201822	04	70142634	70142693	627	377
A_14_P201823	11	17520330	17520389	684.5	420.5
A_14_P201824	10	33284494	33284553	499	377
A_14_P201825	04	92116214	92116273	428	290
A_14_P201826	01	182694119	182694170	927	449
A_14_P201827	01	202271354	202271412	434	225
A_14_P201828	15	88274648	88274707	339	178
A_14_P201829	02	132327604	132327663	239	116
A_14_P201830	X	51745165	51745224	369	234.5
A_14_P201831	13	96282716	96282775	446	227.5
A_14_P201832	05	82590105	82590164	303.5	223
A_14_P201833	07	141915630	141915689	835	347
A_14_P201834	13	110786858	110786917	393	231
A_14_P201835	02	231410296	231410355	430	216.5
A_14_P201836	18	12464078	12464137	828	425
A_14_P201837	09	105614945	105615004	253	149
A_14_P201838	X	144603418	144603477	343	263
A_14_P201839	07	37990223	37990282	486	268
A_14_P201840	02	68924689	68924748	335	165.5
A_14_P201841	Y	7723472	7723518	155	89.5
A_14_P201842	X	66726821	66726880	286	230
A_14_P201843	18	30652551	30652610	400	186
A_14_P201844	05	24224207	24224266	610	413.5
A_14_P201845	14	54960647	54960706	349	266
A_14_P201846	07	148755424	148755482	443	207
A_14_P201847	03	197266275	197266334	281.5	155.5
A_14_P201848	19	41573415	41573474	316	170
A_14_P201849	05	174888150	174888209	701.5	449.5
A_14_P201850	06	7358123	7358182	613.5	339.5
A_14_P201851	09	12656200	12656259	587	345
A_14_P201852	10	63692465	63692523	237	169
A_14_P201853	04	170566345	170566399	484.5	295.5
A_14_P201856	07	55956584	55956643	1352	575
A_14_P201857	01	16551324	16551383	931.5	483.5
A_14_P201858	04	16420603	16420662	430	278
A_14_P201859	10	11411357	11411416	478	328
A_14_P201860	03	53900498	53900548	248.5	141.5
A_14_P201861	11	72784965	72785022	264	159
A_14_P201862	01	110017752	110017811	751	334
A_14_P201863	04	7185576	7185635	826.5	449
A_14_P201864	05	76820111	76820170	636.5	429.5
A_14_P201865	19	9784327	9784386	653	359
A_14_P201866	16	31449616	31449675	583.5	312
A_14_P201867	06	5717888	5717947	486	275
A_14_P201869	02	144598649	144598708	616	327
A_14_P201870	01	35323667	35323726	528.5	253
A_14_P201871	04	185919701	185919760	423	261
A_14_P201872	02	136570627	136570686	161.5	102.5
A_14_P201873	01	7771042	7771101	428	196
A_14_P201874	05	36706936	36706995	298	171
A_14_P201875	18	40898623	40898682	997	615
A_14_P201876	04	71528909	71528968	766.5	451.5
A_14_P201877	X	134441486	134441545	263	252
A_14_P201879	X	118004595	118004654	175.5	118
A_14_P201880	05	115656368	115656427	691	411.5
A_14_P201882	19	49695413	49695470	319	202
A_14_P201883	10	52085018	52085077	448	372
A_14_P201884	15	33298030	33298089	363	186.5
A_14_P201885	02	105317895	105317940	544	285.5
A_14_P201886	18	57695462	57695521	491	232
A_14_P201887	03	162557800	162557859	679	411
A_14_P201888	16	54446243	54446302	394	217.5
A_14_P201889	13	102053370	102053429	520.5	307
A_14_P201891	05	102912270	102912329	398	270
A_14_P201892	03	53320931	53320990	516.5	260
A_14_P201893	20	10804821	10804873	482	229
A_14_P201894	02	48504117	48504176	807	349
A_14_P201895	01	24129901	24129960	844	384
A_14_P201896	06	139337386	139337445	301	205
A_14_P201897	05	50725699	50725758	225	133
A_14_P201898	05	122776031	122776088	329	209
A_14_P201899	14	32905978	32906037	498	375
A_14_P201901	07	135118661	135118720	542	299
A_14_P201902	03	135364277	135364336	491.5	298.5
A_14_P201903	14	20767632	20767691	524.5	387
A_14_P201904	14	56346621	56346680	454	339.5
A_14_P201905	13	18653120	18653178	1362	720
A_14_P201906	03	113332496	113332555	528	283
A_14_P201907	05	100266464	100266523	229	128
A_14_P201908	02	200600865	200600920	692.5	320
A_14_P201909	04	17481392	17481451	479.5	308
A_14_P201910	07	49683847	49683906	956.5	477.5
A_14_P201911	X	3023957	3024015	440	350.5
A_14_P201913	09	134517453	134517512	206	124
A_14_P201915	18	46962763	46962822	368	189
A_14_P201916	06	130072972	130073018	205	127
A_14_P201917	16	46050539	46050598	311	198
A_14_P201918	18	3448329	3448388	625	302.5
A_14_P201920	07	27071591	27071650	395	194
A_14_P201921	14	79735771	79735830	117	78
A_14_P201922	11	73845052	73845110	683.5	387.5
A_14_P201923	X	83995880	83995936	319	248.5
A_14_P201924	X	115117453	115117512	392	298
A_14_P201925	08	42522933	42522992	488	273
A_14_P201926	15	92826004	92826063	581.5	302
A_14_P201928	Y	13477922	13477981	137.5	105
A_14_P201929	X	78042098	78042157	265	181
A_14_P201930	09	28660178	28660237	465.5	235.5
A_14_P201931	01	171719206	171719265	216	116
A_14_P201932	X	62641705	62641764	643	546
A_14_P201933	15	27347122	27347181	922	395
A_14_P201934	02	21145120	21145179	396	193
A_14_P201935	13	101169837	101169896	548.5	296.5
A_14_P201936	04	146853	146912	191	130
A_14_P201937	03	120639566	120639625	496	258
A_14_P201938	08	120500184	120500243	442	266
A_14_P201939	07	4063068	4063127	521.5	236.5
A_14_P201940	11	9817338	9817397	439.5	276
A_14_P201941	X	51456707	51456766	500	394
A_14_P201942	01	162342675	162342734	339	198.5
A_14_P201943	03	43102945	43103004	200	122
A_14_P201944	12	103890900	103890959	405	203
A_14_P201945	04	26292308	26292367	820	476
A_14_P201946	17	60211379	60211438	913	320
A_14_P201947	06	2717520	2717579	303	187
A_14_P201948	X	77185795	77185854	377	277
A_14_P201949	05	41975443	41975502	235.5	177.5
A_14_P201951	13	50384816	50384875	235	149
A_14_P201952	01	163790648	163790707	462	250
A_14_P201953	18	68574272	68574331	1079	556
A_14_P201954	02	71471331	71471390	367	208.5
A_14_P201955	07	79930528	79930587	430.5	214
A_14_P201956	04	101465077	101465136	754	445
A_14_P201957	11	75744308	75744367	2100	1230.5
A_14_P201958	07	18958575	18958628	783.5	396.5
A_14_P201959	06	22395469	22395528	529.5	344.5
A_14_P201960	02	130848301	130848359	706	312.5
A_14_P201962	15	74721016	74721075	779	355
A_14_P201963	06	80423355	80423414	325	206
A_14_P201964	15	54513726	54513785	125	78
A_14_P201965	07	54597386	54597445	1496.5	776.5
A_14_P201966	21	15255582	15255641	414	245
A_14_P201968	01	227622486	227622545	448	247
A_14_P201969	05	37194059	37194118	536	342
A_14_P201970	20	2385896	2385955	821	370
A_14_P201971	05	137934566	137934619	414.5	264
A_14_P201972	06	83000649	83000708	344	187
A_14_P201973	18	20228376	20228435	350	182
A_14_P201974	13	45654351	45654410	347.5	224.5
A_14_P201975	03	55666404	55666457	296	180
A_14_P201977	04	47015963	47016022	204.5	126
A_14_P201978	02	240632882	240632941	1300	568.5
A_14_P201979	02	189424857	189424916	769.5	439.5
A_14_P201980	07	22633105	22633164	269.5	156.5
A_14_P201981	13	110309615	110309674	190.5	128.5
A_14_P201982	18	45532384	45532443	530	258
A_14_P201983	01	211226166	211226225	814	456
A_14_P201984	03	69252772	69252831	564	329
A_14_P201985	07	39759225	39759284	234.5	142.5
A_14_P201987	10	29209527	29209586	282	209
A_14_P201988	01	156365328	156365387	401	225
A_14_P201989	03	33815711	33815770	193.5	120.5
A_14_P201991	08	28007184	28007243	639.5	360
A_14_P201993	X	117903686	117903745	201	158
A_14_P201994	08	30157520	30157579	530	326
A_14_P201995	09	77261155	77261214	593	356
A_14_P201996	13	96290816	96290875	745	395
A_14_P201997	05	59224352	59224401	511.5	289.5
A_14_P201998	04	105761782	105761841	453.5	285
A_14_P201999	01	155474583	155474642	799.5	434
A_14_P202000	03	195561497	195561544	541	297
A_14_P202001	X	39669483	39669540	599	397
A_14_P202002	Y	21881668	21881727	1060.5	638.5
A_14_P202003	10	27990697	27990756	343	250
A_14_P202004	07	133206929	133206988	813	396
A_14_P202005	14	74981213	74981272	368.5	254.5
A_14_P202006	08	17766225	17766284	356.5	239.5
A_14_P202007	X	53846114	53846173	454.5	392.5
A_14_P202008	03	63577539	63577598	294	163
A_14_P202010	18	44084632	44084691	445	203
A_14_P202011	01	18690764	18690823	736	324.5
A_14_P202012	09	72206345	72206404	397.5	265
A_14_P202013	05	78453999	78454058	488	278
A_14_P202015	05	177355307	177355366	569	307.5
A_14_P202016	09	84884178	84884237	328.5	193
A_14_P202017	07	52878497	52878545	1018	471
A_14_P202018	04	151861288	151861347	364	221
A_14_P202019	10	26355340	26355399	366	260
A_14_P202021	05	61745481	61745540	413	229.5
A_14_P202022	12	67290210	67290269	630.5	280
A_14_P202023	17	24795468	24795527	617.5	246.5
A_14_P202025	X	32232316	32232372	238	172
A_14_P202026	11	86333471	86333530	691	479
A_14_P202027	12	74191004	74191063	1060	459.5
A_14_P202028	03	144076693	144076752	343.5	180
A_14_P202029	Y	21488288	21488346	488	306
A_14_P202030	18	64532359	64532418	1197	629
A_14_P202031	X	114196704	114196763	267	202
A_14_P202032	12	52861202	52861261	387	165
A_14_P202033	13	59888672	59888731	510	335
A_14_P202034	16	83888918	83888977	897	445
A_14_P202035	16	11365986	11366045	441.5	255
A_14_P202036	09	36334799	36334858	393.5	210.5
A_14_P202037	Y	16233275	16233334	189.5	110
A_14_P202038	02	86897563	86897622	353	201
A_14_P202039	05	86555255	86555314	300	172
A_14_P202040	04	140315153	140315212	405.5	232
A_14_P202041	11	95466450	95466509	679	386
A_14_P202042	01	113330129	113330188	646	306
A_14_P202043	07	128713764	128713823	327	155
A_14_P202044	04	156632588	156632647	561	349
A_14_P202045	05	14481224	14481283	484	296
A_14_P202046	10	101598034	101598093	452	289
A_14_P202047	05	55443073	55443132	277.5	183
A_14_P202048	18	75388931	75388990	792.5	403.5
A_14_P202049	04	88941778	88941837	376	190
A_14_P202051	07	153704481	153704540	759	375
A_14_P202052	05	180151069	180151128	532.5	284
A_14_P202053	09	132307323	132307382	324	183
A_14_P202054	X	72008306	72008365	590	414
A_14_P202055	10	91524204	91524263	196	118
A_14_P202056	05	41765875	41765934	408	222
A_14_P202057	07	63452090	63452149	403.5	202.5
A_14_P202058	X	74277035	74277087	633	454
A_14_P202059	11	10423334	10423393	169	109
A_14_P202060	02	46650741	46650800	349	169
A_14_P202061	12	101094017	101094076	523	241
A_14_P202062	19	11548879	11548932	411	218
A_14_P202063	11	13650319	13650378	510	282
A_14_P202064	20	6049588	6049647	897	468
A_14_P202065	11	102452778	102452837	538	296.5
A_14_P202066	02	173287942	173288001	382.5	222.5
A_14_P202067	07	96431276	96431335	414.5	185.5
A_14_P202068	06	4756355	4756414	443.5	300
A_14_P202069	18	54116039	54116098	780	340
A_14_P202070	19	16652364	16652419	623.5	330
A_14_P202071	07	105110202	105110256	1008.5	499.5
A_14_P202073	11	87666757	87666816	289.5	181
A_14_P202074	02	213824774	213824833	675	331
A_14_P202075	10	43602229	43602288	290	216
A_14_P202076	01	9577057	9577116	599	258
A_14_P202077	03	144453051	144453110	153	107
A_14_P202078	09	72988858	72988917	156	65.5
A_14_P202080	05	55434129	55434188	103.5	114
A_14_P202081	13	96437800	96437859	711.5	406
A_14_P202082	04	53651696	53651755	476	259
A_14_P202083	01	182854702	182854761	354	165
A_14_P202085	01	93537236	93537295	631	347.5
A_14_P202086	01	169094039	169094098	1104.5	559.5
A_14_P202087	X	34428517	34428576	449	333
A_14_P202088	02	204561229	204561288	306.5	170
A_14_P202089	09	32972795	32972853	532.5	338
A_14_P202090	12	55606972	55607031	1032	320
A_14_P202091	17	9556158	9556217	1031	467
A_14_P202092	06	91282705	91282764	393	222
A_14_P202093	05	141231101	141231160	512	297
A_14_P202094	13	59221992	59222051	554	351
A_14_P202095	13	63326179	63326238	339	220
A_14_P202096	18	71264994	71265053	568	289
A_14_P202097	01	228309225	228309284	480	217
A_14_P202098	10	60604393	60604452	488	408
A_14_P202099	05	56507368	56507427	307	219
A_14_P202100	01	194477521	194477580	466	258
A_14_P202101	01	71030437	71030496	1083	664
A_14_P202102	02	47041380	47041439	637	340
A_14_P202103	18	6803026	6803085	961	521
A_14_P202104	X	51320981	51321040	244.5	155.5
A_14_P202105	12	179323	179382	758	310
A_14_P202107	16	77576005	77576064	269	155
A_14_P202108	12	10497371	10497430	532	247
A_14_P202109	07	54414039	54414098	340	191.5
A_14_P202110	05	153745419	153745478	312	156
A_14_P202111	03	161194263	161194321	140	97
A_14_P202112	01	169749119	169749178	713.5	335.5
A_14_P202113	06	134406282	134406341	831	388.5
A_14_P202114	X	30637402	30637461	284	210
A_14_P202117	15	84603831	84603890	422.5	212.5
A_14_P202118	18	42170505	42170564	369.5	189.5
A_14_P202119	09	135462169	135462227	333.5	177
A_14_P202120	06	112486248	112486307	305	180
A_14_P202123	03	51508026	51508085	560.5	351
A_14_P202124	04	188005513	188005572	278.5	153.5
A_14_P202125	07	7531379	7531438	835	410
A_14_P202126	01	31576551	31576607	416.5	193
A_14_P202127	X	30468868	30468927	196	143
A_14_P202128	06	97083184	97083243	325.5	188
A_14_P202129	14	93457101	93457160	370.5	276
A_14_P202130	03	161761862	161761921	554.5	269.5
A_14_P202131	02	75840010	75840069	576	258
A_14_P202132	17	11990074	11990133	620	282
A_14_P202133	06	151524620	151524679	596	407
A_14_P202134	02	62644258	62644317	494	242
A_14_P202135	04	153690264	153690323	565	351
A_14_P202136	05	180420190	180420249	535	303
A_14_P202137	10	120797012	120797071	300.5	213
A_14_P202138	16	87033189	87033241	245	148
A_14_P202139	01	52595406	52595465	870.5	452
A_14_P202140	09	93168348	93168407	556	333
A_14_P202141	03	162304790	162304849	297	154.5
A_14_P202142	09	71589878	71589935	459	239
A_14_P202143	12	24620897	24620956	1042	408.5
A_14_P202144	03	170958605	170958664	659	396
A_14_P202145	07	154756717	154756774	663	315
A_14_P202146	11	92570204	92570260	527	330
A_14_P202147	02	202981429	202981488	383	184
A_14_P202148	01	53609489	53609548	738	348
A_14_P202149	15	88615332	88615391	660	286
A_14_P202150	01	67856559	67856618	672	384
A_14_P202152	14	35857585	35857644	205	152
A_14_P202153	10	119849260	119849319	347	262
A_14_P202154	12	45758483	45758542	427	183.5
A_14_P202155	04	89540788	89540847	409	264
A_14_P202156	10	133986611	133986670	253	189
A_14_P202157	04	153932855	153932914	300	178
A_14_P202158	08	133147339	133147398	460.5	252.5
A_14_P202159	08	99661136	99661195	175	120
A_14_P202160	21	18212174	18212233	375	213
A_14_P202161	X	111888078	111888137	385	297.5
A_14_P202162	03	57652491	57652550	778	424
A_14_P202163	18	44944102	44944161	523	274
A_14_P202164	01	183379931	183379990	867	582
A_14_P202165	10	119295569	119295616	334.5	230
A_14_P202166	X	40845865	40845924	303	233
A_14_P202167	02	214054999	214055058	882	434
A_14_P202168	10	11825924	11825983	350.5	238
A_14_P202169	08	184617	184676	414	297.5
A_14_P202170	05	169469078	169469133	375	250
A_14_P202171	10	17211136	17211195	337	253
A_14_P202172	13	71029139	71029198	914	531
A_14_P202173	10	53751130	53751189	458.5	384
A_14_P202174	03	182912650	182912705	330	131
A_14_P202175	06	117697084	117697143	615	402
A_14_P202176	18	55722084	55722143	264	162.5
A_14_P202177	14	98253326	98253385	137	101.5
A_14_P202178	14	31614404	31614463	378	298.5
A_14_P202179	07	47393642	47393701	1470.5	723
A_14_P202180	09	15423811	15423870	649	399
A_14_P202181	X	17523782	17523841	383.5	343.5
A_14_P202182	03	5000395	5000453	489.5	265
A_14_P202183	10	59630493	59630552	542	415
A_14_P202184	08	38959612	38959671	294	188
A_14_P202185	02	69910364	69910423	724	293
A_14_P202186	11	12099966	12100025	588	316
A_14_P202187	16	21507188	21507247	800	504
A_14_P202188	06	24236375	24236434	720.5	381.5
A_14_P202189	06	69403994	69404053	524	339
A_14_P202190	X	122699963	122700022	719	468
A_14_P202191	10	94827303	94827362	463	368
A_14_P202192	06	51588737	51588796	464	261
A_14_P202193	18	54590561	54590620	566	291
A_14_P202194	03	161097614	161097673	529	307
A_14_P202195	17	64375143	64375202	365.5	160.5
A_14_P202196	02	75101214	75101273	460	190
A_14_P202197	05	148499861	148499920	290	172
A_14_P202198	03	43718687	43718746	242	147.5
A_14_P202199	18	2537397	2537456	410	246
A_14_P202201	06	165927396	165927455	555	299
A_14_P202202	02	46325161	46325220	553	293
A_14_P202203	02	150261431	150261490	535	249
A_14_P202204	10	28025291	28025350	298	236
A_14_P202205	01	87522939	87522998	231	129
A_14_P202206	07	25980628	25980687	259	130
A_14_P202207	01	82169990	82170049	635	292
A_14_P202208	05	159573368	159573420	494.5	267.5
A_14_P202209	14	36215803	36215862	310	246.5
A_14_P202210	22	21174548	21174607	948	590
A_14_P202212	09	115730262	115730321	320.5	194
A_14_P202213	04	184807219	184807278	472.5	318.5
A_14_P202214	02	179527566	179527625	317	170
A_14_P202215	X	23987813	23987872	438.5	316.5
A_14_P202216	01	30853309	30853362	419	206
A_14_P202217	04	174689141	174689200	554	311
A_14_P202219	09	14765761	14765819	256.5	170
A_14_P202220	05	37427898	37427957	563	329
A_14_P202221	02	85547531	85547588	647	347
